,ROAC,ROAA,ROAB,TRA,TAGR,DR,WKTA,CTA,CLA,CFOA,CLCA,NITA
2611,0.495880661044216,0.561055385957261,0.545211199743027,0.193339406822553,7100000000.0,0.115064848686398,0.776772530586284,0.0106782115010081,0.0991491831235751,0.587164356165146,0.0372648846148627,0.810996472281574
1371,0.527421635060693,0.591855647623201,0.583703624391027,0.0,0.000115057932047,0.11657647307797,0.883903670318115,0.424042324848765,0.0265429394094253,0.592740848492853,0.0071455908611271,0.823662050164662
5567,0.513820504070589,0.571631051024858,0.56036190374217,0.222492155076425,8980000000.0,0.178825165522871,0.830847560907398,0.230085309751617,0.158005149613091,0.649920687185592,0.0307378122723451,0.81602803590285
6814,0.49368693023936,0.539467945922372,0.543230365651266,0.113371798765057,7070000000.0,0.124618314841128,0.817769362520044,0.0994807767295664,0.103838129434523,0.587178175760741,0.0279506685836936,0.799927035325776
3629,0.612587139862526,0.696031399912778,0.676106857968842,0.021662111549752,7290000000.0,0.101188136771775,0.888646196830028,0.354667213939846,0.10705573876667,0.662327819884903,0.0196472419972691,0.886545651536681
439,0.46599717252474,0.532817269952028,0.518068419080251,0.0,5780000000.0,0.0961393113039272,0.792612747029251,0.18507986743381,0.038803838649725,0.631292455778135,0.0217983275218435,0.79578525699945
2942,0.609223419295081,0.605538595726123,0.637667969377376,0.23160238890576,7470000000.0,0.0837137588052121,0.764111676632888,0.298000637548981,0.0858446344279057,0.706627500644587,0.0410552176848338,0.837313183906043
88,0.463169697265149,0.537232882686437,0.515016863857808,0.164591557849985,6330000000.0,0.161108927653657,0.773373941127295,0.0388189655586131,0.0614724225626074,0.576593181127033,0.0341153332528122,0.797369557937534
4120,0.489738214790621,0.552769297863062,0.538786872958938,0.24982285656443,7770000000.0,0.153097318378329,0.832234507845497,0.0452294955812944,0.160578300407441,0.588166645633181,0.0307265646147772,0.805891461520048
3431,0.632574464973432,0.691016136066289,0.696825311847529,0.0293551978945237,8740000000.0,0.0687789098164888,0.909014380552827,0.31306490381224,0.0713632741915193,0.641778980109451,0.0137117575847576,0.879476088251789
5047,0.48457076000585,0.550861317051897,0.536484822527973,0.0730843202753315,7270000000.0,0.0742509901139765,0.792785255247084,0.0874491028072914,0.0738857467600632,0.581433364176133,0.02942137685729,0.806574705421706
3728,0.500950616682104,0.550970344526821,0.549547620322287,0.075817390424132,7440000000.0,0.0926625752033135,0.894748442042114,0.404631098477486,0.0972662228692905,0.694736035148719,0.0180370039470912,0.807021602151438
6553,0.62540827767757,0.703881378107283,0.692970715777076,0.0039477679927118,8380000000.0,0.0200743719200653,0.937023893050083,0.704284117685922,0.0245783581168873,0.756303834999139,0.0049055354083468,0.887635507760351
4666,0.585774874469848,0.645987788922809,0.624123347074255,0.189796538111145,0.0001474959320526,0.126613659038002,0.882662000325521,0.0339031808870418,0.102137036754119,0.524965461289675,0.0196172086065779,0.846169147964798
608,0.438209915663238,0.525894025294374,0.499705551689063,0.0,5710000000.0,0.107597424192037,0.792526441197578,0.11822123660196,0.0872805038852072,0.611538626853076,0.031368496823403,0.792322595571537
4185,0.638814410373909,0.722034452682076,0.706461802023663,0.0103249316732463,0.0001294462089039,0.0627928772258669,0.824104170621049,0.224026551386919,0.0095503876062583,0.577122651652521,0.0049699537576603,0.882677677645431
5580,0.486715741237264,0.550043610989969,0.540178810428824,0.0,6610000000.0,0.0920881579345164,0.796138609501052,0.0495387520666579,0.0806660494065856,0.624337248549896,0.0295488241121824,0.806932441712199
2232,0.468629649490567,0.541866550370693,0.525081642486214,0.0,5460000000.0,0.192853039876651,0.796833539344978,0.019608952864981,0.189612968423891,0.640576455121103,0.0379322193356275,0.800576643382222
4442,0.568273777604446,0.634594417793284,0.624605171583061,0.0593177447110031,7190000000.0,0.056020799951628,0.860026734838697,0.101246661367435,0.0544341750080358,0.657859054322168,0.0147392578489444,0.853728030523331
4640,0.511236776678204,0.573593545573485,0.568338776165748,0.0,0.0002137238506949,0.206246031985972,0.796435138956523,0.183921021742726,0.199618516525581,0.52652694731804,0.0384159155036794,0.8099640529625
1003,0.525422902549603,0.570104666375927,0.566572086300123,0.242737119141614,6900000000.0,0.0984672128669468,0.769233139501649,0.0463157511202513,0.0593479258489703,0.625641333422237,0.0357159255424761,0.817161063898975
5917,0.516452981036416,0.572939380723942,0.561753841212056,0.240611397914769,6350000000.0,0.135774102850924,0.841998834234186,0.126653459821925,0.0946481085712012,0.594586663139875,0.0231197941801521,0.819507098997492
5592,0.531906595817287,0.584659834278238,0.573638845762621,0.292438505921652,8730000000.0,0.205097197448378,0.804348540736525,0.0273869912248203,0.165526308036778,0.506229219449622,0.0353969577800257,0.81862724618598
6763,0.518451713547506,0.580298735281291,0.568874136731088,0.109828930053649,6450000000.0,0.0526045288266771,0.894645170318976,0.535277034746379,0.0574998402744614,0.583507154526404,0.0125507354005303,0.824987351218738
30,0.462194705796324,0.536033580462276,0.514427967235933,0.0,6430000000.0,0.228890165371708,0.673325140693406,0.0110609135539858,0.141036557645787,0.533221122473752,0.124882710179452,0.787081562191271
1922,0.454979768927022,0.515590928914086,0.504577332833663,0.0,593000000.0,0.0360068930072256,0.824733319050368,0.0891000245050947,0.0348167724063844,0.565910704569866,0.0141914819518822,0.786778118864296
1570,0.503924340662019,0.559310946358482,0.544301086781948,0.353578297398522,7780000000.0,0.173534480152372,0.745472176095646,0.117819309837233,0.168446888202834,0.576880606028165,0.0500559650031408,0.81128125184178
1461,0.544483985765125,0.609409071085914,0.594410835697842,0.103249316732463,0.0001007823150759,0.108655561266137,0.780909911613681,0.0093738589353027,0.112626153819441,0.724116988855328,0.0370997485891062,0.834505435674884
4763,0.351045678350314,0.397459659834278,0.388189945928583,0.0,3960000000.0,0.174592617226472,0.787501183482168,0.0420496233936824,0.154223444423042,0.595659818659384,0.0380846988797419,0.696706422638165
5183,0.478477063325696,0.536360662887048,0.528186733765191,0.0652900091102338,568000000.0,0.104513710433232,0.799526094705044,0.108658982723513,0.0585502290135207,0.592878569165375,0.0249007377176617,0.79736340202723
6695,0.506118071466875,0.574956389010031,0.558541677820012,0.0891790667071566,0.0001111470245791,0.141971762856365,0.88376836800262,0.115766315604536,0.122517568292347,0.527755044756548,0.0216788988093646,0.816613316650571
2152,0.449129820114074,0.541157871783689,0.500294448310937,0.0,6170000000.0,0.135018290655138,0.778320757076752,0.0103997125159227,0.107995828328967,0.611330002317004,0.0375026394056322,0.796983663594632
871,0.500853117535222,0.557348451809856,0.550993093848707,0.191112460775382,7520000000.0,0.1250718021586,0.758625871775911,0.02183543845396,0.103188065341653,0.61542588481648,0.0444372308624289,0.810185185253401
6524,0.489250719056208,0.558275185346707,0.538037368167461,0.107095859904849,8320000000.0,0.0607370680533301,0.792338291466682,0.0637839436832404,0.0602862325565284,0.592269639674628,0.0271647797978305,0.81042857626275
2644,0.46794715546239,0.532490187527257,0.515338080197013,0.0,5420000000.0,0.119660186836775,0.758300088757325,0.0461026724291805,0.0730573644122782,0.618297390777117,0.0431888930908327,0.791696445191405
1172,0.507336810802905,0.568251199302224,0.556507307671717,0.171171171171171,6860000000.0,0.0245185476312846,0.8245928243219,0.219428753595109,0.01666555366844,0.616381145156804,0.008022650071529,0.817296224536519
5522,0.488080729293619,0.544755778456171,0.540500026768028,0.166312379795526,7330000000.0,0.139220606463706,0.800271035350515,0.0327483320104804,0.123061803179382,0.582864007500622,0.0332308543427476,0.802669420653559
1042,0.496806902939599,0.557621020497165,0.548905187643878,0.0092114586496609,6280000000.0,0.0547812679505396,0.803868700041554,0.0340727680889076,0.0327211134068061,0.569119144840036,0.0170641528802964,0.811888755432105
1116,0.480085799249257,0.545355429568251,0.541410139729108,0.0,9100000000.0,0.134957825679475,0.749310316291749,0.0075601797633605,0.0621750429865451,0.574811544580484,0.0494089970226898,0.800278547477799
4711,0.477599571003754,0.49465765372874,0.519032068097864,0.0,7070000000.0,0.144148501980228,0.785205432139422,0.131245381607087,0.0543671337940089,0.571628843803692,0.0281670413575716,0.772752000559858
2039,0.489933213084386,0.55244221543829,0.538626264789336,0.189695313290819,0.0001959557772609,0.0344045711521601,0.955822589333307,0.798701977927457,0.0341240178335969,0.577651112260552,0.00605835892987,0.80465214204925
4041,0.472334617072101,0.516081552551243,0.52069168585042,0.0,6000000000.0,0.0283883060737068,0.88232341902824,0.334546584065969,0.0297506507279086,0.640657434706153,0.0079627116483748,0.787147016706175
6168,0.39360405596451,0.426569995638901,0.434766315113229,0.0,3940000000.0,0.0510324394594431,0.897208328309203,0.13131729714845,0.0478527845215061,0.611326836632619,0.0107528414675228,0.720667118952994
2162,0.453907278311315,0.528074574792848,0.506290486642754,0.0,4490000000.0,0.122048553375457,0.787185999076918,0.0300120836347711,0.127570208310894,0.583402969335659,0.0365416759858567,0.791537720531298
828,0.511285526251645,0.564489751417357,0.551046629905241,0.325032898066606,6470000000.0,0.102971853553829,0.810252531660142,0.0782660728378868,0.0990343181068535,0.636472326238761,0.0287907169455582,0.815333882861988
3829,0.549310193535807,0.550425207152202,0.589217838214037,0.0809798562607551,6870000000.0,0.0873416573449829,0.811232031279124,0.297638576099356,0.044526936887528,0.660318230609531,0.0190657708966312,0.807061368281352
3130,0.518305464827183,0.577791103358046,0.567107446865464,0.163478084826399,9610000000.0,0.120506696496055,0.824813964343646,0.0389806563115451,0.0361987600659383,0.65258392806419,0.014574293470667,0.819676987130905
3746,0.417930093111685,0.486535106846925,0.473044595535093,0.0,535000000.0,0.212322762040088,0.800901558639647,0.0107223956809968,0.221224888882983,0.532943655071555,0.0384936782879917,0.763910090862665
531,0.442012382391654,0.477322285215874,0.492531720113496,0.0,5380000000.0,0.143906642077577,0.74168156925005,0.0094415979919407,0.110331296599049,0.555477712085955,0.0531339498357448,0.760554786934479
138,0.488665724174913,0.55805713039686,0.537180791262916,0.143334345581537,6730000000.0,0.0632161320555068,0.809823822840208,0.0088882194158648,0.0523686201215024,0.594040326992873,0.0212477412807812,0.811499959630387
2545,0.565641300638619,0.601995202791103,0.607741313774827,0.229172993217937,846000000.0,0.138374096804426,0.746388632985459,0.0907392359996494,0.125051913467357,0.664787499216458,0.0502256758115924,0.833124739115753
2164,0.441086140496271,0.506541648495421,0.490657958134804,0.0,5110000000.0,0.157632191553043,0.864056786320353,0.0389183356110374,0.158882370738289,0.6046405421835,0.0267610690176455,0.777825185924972
5067,0.463120947691708,0.491604884430877,0.497242893088495,0.0,8530000000.0,0.231520391813042,0.719497405364092,0.103169949533386,0.161047504169776,0.522521566345732,0.0617165613145124,0.771566188948189
642,0.490810705406328,0.557621020497165,0.53723432731945,0.267638424941796,7080000000.0,0.103878828188772,0.753993546181286,0.0357673993661626,0.0338714440653751,0.585516171834308,0.043349395803321,0.809718980913643
162,0.445522351679423,0.501253815961622,0.492531720113496,0.0,6650000000.0,0.150648486863984,0.830806856615785,0.0596436280390115,0.0504075037213312,0.614036918535819,0.0172737279757589,0.777670405685694
3816,0.518451713547506,0.530963802878325,0.565447829112907,0.673043830347201,5180000000.0,0.0212232064576594,0.964171981117988,0.830491842853556,0.0252971188654873,0.629496965174352,0.0044258597355425,0.796121549465648
6586,0.492273192609565,0.553041866550371,0.538733336902404,0.250025306205081,4020000000.0,0.142515947637331,0.880769004013486,0.122843208511121,0.149817103627705,0.658400018282665,0.0243886429246388,0.811848090804511
5472,0.529810364159314,0.602976450065416,0.580652069168585,0.103249316732463,820000000.0,0.134292710947184,0.86612868212771,0.102361500288731,0.0881983416266839,0.571847211410727,0.0194714630974025,0.834396291109719
5986,0.534880319797202,0.592182730047972,0.578028802398415,0.216418665856868,8590000000.0,0.113220666928682,0.791554256969321,0.177804471722645,0.0958442445254603,0.62482426616606,0.0326346152773521,0.827878980054109
1041,0.518549212694389,0.541103358046228,0.560790192194443,0.161453588419881,6270000000.0,0.179943767572634,0.738413457407895,0.0178648331817363,0.086065547602961,0.612884707539399,0.0573901464345752,0.799562526829245
3664,0.572563740067274,0.622383340601832,0.619358638042722,0.117218341937443,8400000000.0,0.0679021676693775,0.908728950938678,0.349260638073008,0.0735019991065142,0.659224121456663,0.0140245970209189,0.844343835034217
2849,0.483693267683908,0.536306149149586,0.530649392365758,0.0,6260000000.0,0.121413671130997,0.825418529429879,0.0733058666860584,0.0916747713676206,0.607228292450218,0.0251644616763754,0.796225806267501
6504,0.505289328718374,0.566833842128216,0.552277959205525,0.214697843911327,6860000000.0,0.100613719502978,0.801367459569185,0.0151998234766243,0.105961103995337,0.580561257854508,0.0313933449507058,0.816367598195897
1351,0.520206698191391,0.568305713039686,0.56560843728251,0.257111043627898,7040000000.0,0.0514254618012516,0.808317346406512,0.0014641234464653,0.03573790495001,0.614620178892365,0.0171421715532618,0.817209813404083
3417,0.517671720372447,0.566016136066289,0.570266074200974,0.134831460674157,7240000000.0,0.0939928046678961,0.873884327847397,0.397809632189884,0.0973119703343065,0.624889875860425,0.0198594069975438,0.8147697986515
6354,0.574464973431482,0.637374618403838,0.619679854381926,0.148901710699464,8220000000.0,0.130029930162953,0.8232118435692,0.074313067335575,0.060186267442898,0.609401709003666,0.0204653859982687,0.852654687758081
872,0.487690732706089,0.555004361098997,0.538251512393597,0.0889766170665047,7010000000.0,0.105148592677691,0.7680345069797,0.0393421324205084,0.057800449375758,0.585340384453204,0.0360850712437482,0.808612969989986
4237,0.490615707112563,0.559692542520715,0.545104127629959,0.0229780342139893,7230000000.0,0.150194999546513,0.810223788428217,0.104441554662042,0.130174797962618,0.569440105222946,0.0318833615441403,0.809598391954507
5743,0.551747672207868,0.603576101177497,0.602120027838749,0.133616762830246,8940000000.0,0.10829277141216,0.766879777008728,0.0406122482074793,0.0869336101430608,0.621024594849583,0.039917867708769,0.832948471808977
3520,0.570467508409301,0.609627126035761,0.616414154933348,0.182812025508655,9800000000.0,0.0555673126341567,0.745412320867507,0.006936949028256,0.058636837096964,0.652655961982296,0.0535399641494446,0.835147618713074
6333,0.430312484765758,0.494930222416049,0.480111354997591,0.0,0.0001231211610238,0.209450675696103,0.823318792711312,0.0313005257824759,0.217603289305823,0.347808923125299,0.0351214574895089,0.776323179046
2339,0.249841563886316,0.268153074574793,0.27281974409765,0.0,2010000000.0,0.208241376182846,0.731486230930557,0.0378448897665729,0.19091397643994,0.603193276383501,0.0544773388231226,0.543928416089603
2505,0.489884463510944,0.53908634976014,0.541249531559505,0.27128251847353,5660000000.0,0.149439187350727,0.756695118679707,0.004430184702178,0.144540848782931,0.591685408169969,0.0461497286894784,0.796736448604786
6047,0.497391897820894,0.549825556040122,0.544836447347288,0.313796943010426,6280000000.0,0.0326208543701061,0.766873037602612,0.0158728996981225,0.0334410066470026,0.558495336828917,0.0312618493474147,0.807034674091473
4095,0.461999707502559,0.529873528129089,0.519139140210932,0.0,8940000000.0,0.0976811681833298,0.858467801323997,0.1735140580086,0.0495459522347739,0.53389406397902,0.0139315849284931,0.792950989152828
3939,0.532004094964169,0.587930658525949,0.58557738636972,0.0006073489219556,733000000.0,0.0505487196541403,0.829998065814444,0.284375122813483,0.0550987539815948,0.639202749123972,0.0183923060478874,0.827817466116193
5571,0.574026227270511,0.645006541648495,0.626746613844424,0.0864459965583561,7410000000.0,0.093841642228739,0.877839212234215,0.293563541758984,0.0987999848136031,0.605596681295602,0.0196654939432535,0.859350255307843
2516,0.499926875639838,0.558929350196249,0.544354622838482,0.272497216317441,5680000000.0,0.0962904737430843,0.767119307159744,0.0173673896689437,0.0200122184895639,0.604317632324857,0.0251673494930391,0.813287393756661
3343,0.505045580851168,0.565252943741823,0.555811338936774,0.144852717886426,6570000000.0,0.0137860144511292,0.93398508101163,0.183449365989109,0.0181511825551163,0.615043608084978,0.0037390392034118,0.816028721708031
899,0.478477063325696,0.537832533798517,0.533968627870871,0.0,6090000000.0,0.148139190373976,0.768667577786963,0.102546658908213,0.154312596746891,0.612326139903968,0.0427160620377687,0.798542341493012
5218,0.504509335543314,0.545682511993022,0.54879811553081,0.438607146472315,6400000000.0,0.182453064062642,0.738483143269893,0.0185803601612621,0.175474407394223,0.564231136695108,0.0524116927424512,0.799775127396192
5643,0.542777750694681,0.599378543392935,0.592269393436479,0.143435570401863,8340000000.0,0.111769507512773,0.777531183141209,0.126990432983166,0.10727469281167,0.632868309437872,0.0376881019014996,0.830775627984004
2272,0.450104811582899,0.500926733536851,0.501151025215483,0.0,7410000000.0,0.166157753121504,0.780539955982368,0.013702167242221,0.113759075280322,0.493739313724167,0.0372910426680751,0.77698550893269
1751,0.369765514551748,0.387483645878761,0.412923604047326,0.0,5420000000.0,0.108655561266137,0.782081462652402,0.0754808795868027,0.0280073023800355,0.493413326249769,0.0213892357757969,0.704625020104006
5708,0.496124408911422,0.560946358482338,0.546335456930243,0.154165401356413,8390000000.0,0.0400278138888049,0.80923144004913,0.201159465835785,0.0429812256415229,0.567207379232703,0.0190485309160107,0.811957100835264
5174,0.47311461024716,0.534016572176188,0.523207880507522,0.0,6320000000.0,0.0717719261117997,0.777379708844067,0.136700202878509,0.0634068607759778,0.508021132743894,0.0327657498609527,0.79706386916716
6480,0.523862916199483,0.579862625381596,0.568874136731088,0.219151736005669,7030000000.0,0.143362457296611,0.888994042707328,0.13927550630213,0.100507308671827,0.537852326319085,0.0188824931688315,0.823628041787257
2009,0.231365475552089,0.162778020061055,0.2067562503346,0.0,3860000000.0,0.208090213743689,0.852170375120627,0.0330932954107616,0.139252978322548,0.520950650272951,0.0265091864463468,0.52691173074169
3440,0.501096865402428,0.457206716092455,0.476363831040206,0.0,4660000000.0,0.0357650331045742,0.84615603514575,0.131604961573905,0.0362664909184853,0.654735425579773,0.0121187060001424,0.746784008857725
4732,0.527567883781017,0.579044919319669,0.578457090850688,0.0,6040000000.0,0.143785712126251,0.761024659537739,0.0482120684156878,0.0855329818326409,0.632997927317687,0.0424945058995807,0.821620040094291
2796,0.500219373080485,0.554459223724379,0.547192033834788,0.141613523635996,0.0001072522113807,0.123409015327871,0.788344431017931,0.095306293236681,0.115051054598348,0.546827659947243,0.035300019269779,0.803849910147958
5842,0.51464924681909,0.576210204971653,0.565554901225976,0.127846948071667,6480000000.0,0.0855579405629289,0.824090789737233,0.175464590505374,0.0872594436236773,0.595534560655449,0.0247848631549251,0.822462586193067
326,0.446692341442012,0.511066288704754,0.498206542106108,0.0,5600000000.0,0.13272062157995,0.699989269831558,0.0057134751740544,0.0781322076986199,0.583335113891199,0.173423807149912,0.780432804608845
2953,0.529176619704578,0.600359790667248,0.584346057069436,0.0511185342646017,717000000.0,0.112948574538199,0.75534681539863,0.0311397525905819,0.113829390267161,0.576458039333778,0.0461614003284929,0.834857043922916
3202,0.527665382927899,0.602213257740951,0.590020879062048,0.0,7280000000.0,0.0213441364089851,0.90309484576871,0.175187365031729,0.0228657518750039,0.603965106038526,0.0055415093799441,0.83584759517205
2055,0.427338760785843,0.499291321412996,0.481663900637079,0.0,5580000000.0,0.195301871390997,0.819270318825387,0.0028868944961458,0.202021843061246,0.537850856434485,0.0349570766152712,0.774552357036714
2626,0.552283917515722,0.593273004797209,0.603244285025965,0.160340115396295,6750000000.0,0.12464854732896,0.758840737482561,0.0176576598773467,0.0993591180574548,0.642300340662724,0.0442000023111785,0.827318399183771
965,0.476185833373958,0.519733972961186,0.511269339900423,0.0,5870000000.0,0.162771714484385,0.751888756080514,0.0205114362960237,0.127062917019194,0.55968030887752,0.0477846076239319,0.78493782008151
601,0.499000633744455,0.565361971216747,0.55864874993308,0.0,7400000000.0,0.157632191553043,0.772080070046856,0.0861061098478695,0.1268193190664,0.587408396735453,0.0406005187897264,0.807175485494637
172,0.521084190513333,0.586240732664632,0.573799453932223,0.0917096872153052,6930000000.0,0.10469510536022,0.763380456172511,0.0166840338258154,0.0556112092123108,0.612634393515019,0.038393416926024,0.826821130207668
1585,0.528542875249842,0.584223724378543,0.577065153380802,0.075716165603806,634000000.0,0.0331952716389032,0.842302520188076,0.261332960514272,0.0318477545665746,0.645746746203547,0.0113307206803201,0.827487487798394
3006,0.506069321893433,0.562363715656345,0.556507307671717,0.182103451766373,6840000000.0,0.119055537080146,0.838198964739554,0.107938450968325,0.113125205322474,0.607708806868053,0.0257933404472603,0.812174171468207
1837,0.556037634670697,0.532054077627562,0.591305744418866,0.0,5930000000.0,0.057804516733682,0.746774376332824,0.0306482020344563,0.0581492938980767,0.653884302088173,0.0520774611122855,0.795544966687976
6297,0.493881928533125,0.545518970780637,0.541891964237914,0.165806255693896,7050000000.0,0.159627535749917,0.758919228074796,0.0973015726540803,0.141904962221852,0.550407593806562,0.0453481712887099,0.800780102656201
483,0.467605908448301,0.536960313999128,0.518229027249853,0.0398825792084219,6200000000.0,0.049883604921849,0.772736108516242,0.0262119593954245,0.0428735118360732,0.580855439629917,0.0305899156915718,0.798994466165926
4368,0.608102179105933,0.654001308329699,0.656887413673109,0.130073894118838,9510000000.0,0.0875835172476343,0.818551720648407,0.295042525852262,0.0826301263043137,0.685563983959158,0.0250765890746769,0.85817232068599
520,0.457709745039731,0.514446140427388,0.509502650034798,0.0,8160000000.0,0.0672370529370862,0.852078086000564,0.0328751848239979,0.0716806971747413,0.553445365684819,0.0185784392593222,0.785481609135324
1977,0.644859357480622,0.668229393807239,0.667434016810322,0.236056281000101,9110000000.0,0.0602231157601959,0.838403322037353,0.0778826826141306,0.0464976476130106,0.633882828479801,0.0154096607014409,0.866552956409301
2818,0.525374152976161,0.562254688181422,0.566893302639328,0.226541147889462,7590000000.0,0.129002025576685,0.771579113226494,0.0031838238020827,0.134952605897769,0.618496703491338,0.0411430982237065,0.811864277856822
5998,0.54589772339492,0.601122982991714,0.583328871995289,0.261868610183217,7160000000.0,0.149439187350727,0.863780319777038,0.0259947471596771,0.124374892239729,0.564108705981415,0.0238313632597006,0.833695797013577
3733,0.564715058743236,0.5888573920628,0.616628299159484,0.157809494888147,6790000000.0,0.0265138918281585,0.841023259199986,0.287099526515791,0.0228273436482643,0.670079814652443,0.0087865721191027,0.828774462881403
5954,0.476965826549018,0.528347143480157,0.529043310669736,0.0,7060000000.0,0.0809928349003839,0.761349917053127,0.134098065314528,0.0672078347136791,0.586975619344815,0.0409469139689301,0.792969525432226
241,0.45965972797738,0.496947230702137,0.512179452861502,0.0,5830000000.0,0.194213501829066,0.697685995379499,0.0125118815255674,0.117468743552015,0.568810212047529,0.0973916746376449,0.768666695615482
5658,0.505630575732462,0.567488006977758,0.562182129664329,0.0,6560000000.0,0.118692747226169,0.82052117946894,0.0731481670976418,0.0690816150442742,0.623556442116726,0.0225655504599998,0.814295428393261
5422,0.491103202846975,0.542575228957697,0.543444509877402,0.202955764753518,9020000000.0,0.130332255041267,0.807326203512454,0.0584218909967748,0.0649986278141758,0.583470525633954,0.0243673601954663,0.801664907615351
3059,0.39199532004095,0.456443523767989,0.454788800256973,0.0,9500000000.0,0.212957644284548,0.792009139158818,0.151173266032898,0.166878716079668,0.544468661727904,0.03778749947492,0.756953010518273
5830,0.553161409837664,0.627289576973397,0.611488837732213,0.0297600971758275,798000000.0,0.0567766121474136,0.804293635996789,0.0273547229083129,0.0503786171449917,0.54157995797385,0.0219634840966031,0.847243255013637
1155,0.504314337249549,0.563072394243349,0.551796134696718,0.161048689138577,6470000000.0,0.0575324243431992,0.882486078405805,0.0117704244067051,0.0351424926996923,0.601437705279992,0.0091415190922211,0.814792967719468
3000,0.507093062935699,0.561109899694723,0.549494084265753,0.245368964470088,7290000000.0,0.109804395803731,0.766660400801919,0.0242629490103726,0.114441410435613,0.594278029972169,0.0417434232782103,0.80961155134191
